"n_tokens","jsd_point","jsd_low","jsd_high","kde_overlap","bhatt_affinity_empirical","mmo_ba_median","mmo_ba_low","mmo_ba_high","mmo_separation","mmo_separation_low","mmo_separation_high"
304,0.802143306274475,0.719729646052897,0.915819979696312,0.077622789937396,0.274570219811517,0.262375569281675,0.19616213695743,0.335388134545771,0.737624430718325,0.664611865454229,0.80383786304257
