"v1","v2","n_tokens","jsd","pillai","bhatt_dist","overlap_kde","bhatt_affinity"
"ə","ɛ",1000,0.868143357533633,0.201951217823663,0.231780037333258,0.0533598995767034,0.79312056103474
"ə","ɛː",845,0.850183184310653,0.151658542632368,0.209141450968164,0.0567298920590249,0.811280471118734
"ə","ɚ",1000,0.875284645487585,0.286549997529657,0.385748214668276,0.0592555412974759,0.679941703476751
"ə","ɝ",1000,0.893330332931519,0.446579949034277,0.562973885008,0.048467764361042,0.569512877159573
"ə","i",1000,0.870101646860008,0.370266809242231,0.497180884849458,0.0510394254150326,0.608242951925133
"ə","iː",1000,0.910136365465386,0.503629781277096,0.724629400686237,0.021962444704972,0.484504092571866
"ə","ɪ",1000,0.843014942894814,0.164425440993334,0.213879197178985,0.0594119449155286,0.807445920876319
"ə","o",1000,0.841066143478618,0.323747332579515,0.514904459805896,0.0866818565203996,0.597557682668083
"ə","ow",1000,0.897176125043745,0.438523426511264,0.577546621134256,0.0334689359114241,0.561273695796883
"ə","ɔ",1000,0.85613071437748,0.282575271456196,0.353647040050504,0.0517956609393197,0.702122744833615
"ə","u",783,0.848383063555392,0.227430292673515,0.565525448219865,0.0591516545376145,0.568061581377378
"ə","uː",1000,0.803517291515346,0.340409726811431,0.646437919187444,0.0688167867475011,0.523908661909659
"ə","ʉː",1000,0.85922949638304,0.303960847190545,0.320218840906836,0.0403070946151614,0.725990143346777
"ə","ʊ",1000,0.844964031715967,0.0780622980179468,0.175810643737815,0.066054993065293,0.838776795939406
"əw","ɛ",1000,0.896571451382462,0.338898933760534,0.411912545455373,0.0281632726638951,0.66238220185298
"əw","ɛː",845,0.904927668794777,0.320899164384621,0.404696252865914,0.0269808970150155,0.667179433924805
"əw","ɚ",1000,0.916246237061053,0.51103926629619,0.850481215479934,0.0262659298016121,0.427209302747064
"əw","ɝ",1000,0.926492127748026,0.554974853315769,0.878924533222588,0.0351935346705508,0.415229236883877
"əw","i",1000,0.955938475614991,0.586697389479429,1.0226699954172,0.0198325462926994,0.359633437510406
"əw","iː",1000,0.967048385870744,0.656280303007203,1.25705800932095,0.00407416373556311,0.28448976276316
"əw","ɪ",1000,0.941950237661963,0.45497915868983,0.622808359221835,0.0185693464694482,0.536435815740096
"əw","o",1000,0.745411381157215,0.225009775193545,0.465283719513336,0.109277091681529,0.627956916282318
"əw","ow",1000,0.743784793307835,0.125991730334397,0.214964317472103,0.117886380505027,0.806570220128234
"əw","ɔ",1000,0.807549353676952,0.192815099982485,0.317734904032644,0.0689679009973374,0.727795698548361
"əw","u",783,0.909273904554334,0.416915519587678,0.879949187575712,0.0306690567287463,0.414803988342351
"əw","uː",1000,0.884504163575107,0.54743075593841,1.0897802789426,0.0507904773622864,0.336290375666659
"əw","ʉː",1000,0.919418473602619,0.524749865654887,0.748416645452136,0.0338101378803725,0.473115068897408
"əw","ʊ",1000,0.835364751014912,0.307778792572812,0.386256995525283,0.0527502179713873,0.679595850143379
"ɛ","ɛː",845,0.807030774098479,0.0470945960512442,0.109637001608983,0.0659122149561348,0.896159380674462
"ɛ","ɚ",1000,0.883318308316321,0.416891452812373,0.562856164899029,0.040606417601226,0.569579924223849
"ɛ","ɝ",1000,0.934046191243458,0.5101845442525,0.674097581216188,0.0256881193629631,0.509616100306006
"ɛ","i",1000,0.890864477682433,0.47575374853383,0.656425575468168,0.0399185892676719,0.518702086296831
