"vowel","mfcc1","mfcc2","mfcc3","mfcc4","mfcc5","mfcc6","mfcc7","mfcc8","mfcc9","mfcc10","mfcc11","mfcc12","mfcc13"
"a",-68.9607431317593,3.03648930110554,-5.03577208078568,-6.32541269154639,-4.81564453745282,-3.72073791738416,-1.44317012203588,-0.124642923682469,-0.606819885224106,0.0685017395809995,-0.545221680590939,0.081026620280217,0.904322579421352
"a",-91.2149811729007,0.266905504446803,1.57774640900896,0.146810026708583,1.06012417148779,-2.55691620376761,-4.81432537310322,-2.85662758711495,0.185295205052824,0.275885068809775,-1.22072726577209,-0.829405656355314,0.775396643163457
"a",-66.720595234015,2.21871882806784,-6.92673403403874,-6.61663154991361,-4.01279908676856,0.598243289119935,-3.0704030939117,-2.6112324861555,-2.03930835940227,1.55455329079653,0.571082767329453,-3.07574513978323,0.734389658594186
"a",-60.3723098761401,9.56869391627413,-16.0651274101671,-7.5475118108431,-1.52997965579219,-3.22593807810816,-2.39813278272367,-1.80123328100808,-0.680485629547256,2.14685113972486,-0.973742621878891,-3.15820490762733,0.737872823387905
"a",-79.1290621787225,7.89704240694245,-4.75543407374028,1.10484345937182,1.87492385611749,-6.75015237458965,-7.88517979030721,1.57664665779479,-0.80064538297292,0.801491455700969,-0.172096354881982,-0.0465920605011081,-0.714917401328827
"a",-76.3547177148504,4.42318614290573,-9.80526922327121,-3.19494846327464,-2.37116791212814,-4.31368651169683,-4.10601817298457,1.97444025151517,-3.04012424068541,1.83182035010891,0.255426607151317,-1.82603548124981,-4.19310443193476
"a",-62.9944845828245,2.82855767455455,-4.94275220107324,-3.75350084966928,-2.69680154686098,-3.6789248181235,-5.6123687020832,0.0458688978911114,3.34631870935859,0.821736792111896,1.08088923499729,-1.59572823822771,-3.32668897025357
"a",-72.4736062916465,-1.14432526713367,-7.07511795468404,-0.968783448738904,-2.10487314540085,-0.31861775834994,-0.74089506732763,-0.151931488870901,1.00770826853103,0.414430758969842,-0.305033155393759,-0.241616777309085,-1.96767027399937
"a",-68.2050011629506,2.62676691055693,-7.92419347609567,-4.6505513922035,0.647446751553758,-2.53818903868219,-1.34690593934091,1.22317027668732,0.246768364294367,0.299936013397212,-1.34891725535839,-3.16138872807571,-0.473592426642225
"a",-89.8445695331724,4.3596033438648,-7.2750807750547,2.32459384422255,-2.11722496859488,-1.67270850887551,-3.93343877955944,-3.52634904813154,-0.975399847622601,3.54931900696291,-1.67521522879269,1.55731656954351,0.433894007778329
"a",-61.0632689751258,-5.59052555444054,-6.62129697557819,2.02475900588548,-5.39495698597575,-7.24239964221321,-3.60314186195411,-2.16915039336337,0.622564283123718,0.500122135686028,-2.8423165241109,2.01034156074557,-0.487956195207589
"a",-66.1298131561819,0.770014793328571,-1.1103415805894,-2.79986389489144,-4.22306554438087,-2.82475117499441,-5.95438362218368,-2.49328363819769,-1.81484450820885,1.57469129376346,0.444191894200435,-3.0565318289127,-0.0883130175053898
"a",-76.0115614251119,-1.01294177647335,0.925240546395734,-2.90125365058859,-3.70096806655496,-2.87652793911797,-3.53957760332224,-3.099828366928,-2.81538174070448,0.490173929040049,2.96269048881884,0.795253583730678,-1.04347079271652
"a",-62.5778525267701,0.623575448781491,-2.86059528197072,-2.77078543213896,-4.33375976391938,-6.63495991945045,-6.67795846938177,-0.531312404253176,2.39517820073332,-1.12374929003214,-0.599677449278759,-1.53854395167874,-2.80668978684197
"a",-57.4540982998128,9.15159675461799,-0.265405756507917,-5.83085559276626,-1.96482427859389,-3.35730599051158,0.435142364610733,-0.257658281518569,-1.32518020207382,0.561116490244245,3.81257237271754,-2.24176404012341,-1.88063972714191
"a",-74.0956459573126,-6.58081282790428,-3.82623575576807,-2.90516810734819,-0.909890474264444,-1.08569857600596,-2.47677744374771,-1.35020309972163,-3.44721957449212,1.35146478765903,0.0103320970194574,0.395801707499614,-1.04245519369565
"a",-59.1947733998946,-2.55745253258207,0.172655786096463,-4.88243264265551,-3.64047386985712,-4.04213702411897,-3.23572825102515,-1.48143697692934,-2.80733235894946,0.18197760320135,-1.0901545860536,0.193517799785823,-2.64850000672141
"a",-81.8880953928211,3.98069336773901,-12.7962533356591,0.891684760183352,-2.42743747204605,-2.43568172396546,-1.36864987637204,-1.40657949498365,-4.07466497761324,3.59205574353916,0.393693218136223,-0.0295240228486311,-1.08591322391792
"a",-65.9962047819594,-7.78984566569862,1.58703705664608,-3.63676920553488,0.706607815589424,-2.85709010666761,0.48113814625517,-0.121937709507921,0.564003094418951,1.26456932054055,-0.102644022988032,0.563923885239575,-0.599435459068991
"a",-50.6390101938815,-7.0531186111712,-5.03472064509768,-3.1373304060202,-4.42292969999228,-3.53374931474584,-3.98386789783258,2.53768024127225,-0.366239106474833,2.04487083866535,-0.201091123520901,-3.21777167458464,-1.91008986544631
"a",-77.7065118484998,6.44443674459705,-6.8036368424006,3.40463271527179,4.05004884028298,-3.64484052730514,-7.71507350475158,-0.927782484032268,-1.91950424343377,1.55183073829603,-1.163209309417,-0.738409277973391,-1.65017924524324
"a",-65.146126583248,0.418085195181962,-5.95014902390298,-2.17186349583041,-0.383012018425984,-0.352974600358629,-2.29551137455212,-1.44533985252515,-0.102381155974152,0.578247396067148,-0.92856483554588,-0.24365621012141,-0.50469209031431
"a",-69.2958163787411,-2.26741952941742,-3.36254707755273,-3.79992908130627,-0.375202820617721,-2.14679270954525,0.100440231208004,0.263728564085332,-3.2695871941346,-2.72536593922464,1.67294063715839,-0.518746543110542,-2.65960943061569
"a",-100.420208416303,0.973633586099779,-1.41756602736609,-0.157586970449426,-1.76632019426458,-0.925289864466758,-7.03601542192369,-1.17734019129331,-1.70236687271262,2.80878797842719,-1.21771783936713,0.199553906310718,-1.73198197125024
"a",-43.2441199736313,-6.56827547693192,-4.78362638605994,-1.88865946251865,3.42515715396169,-6.44104723220873,-4.86413219789669,-2.43511956311957,0.504284654218894,0.0167535241959557,-1.06584746584423,0.130218060935557,2.06115725029918
