"contrast_id","domain","cat1","cat2","n_cat1","n_cat2","feature_set","jsd","pillai","bhatt_dist","overlap","sep_from_overlap","euclid","mahal","lda_acc"
"stop_voicing_b_p","stop_voicing","b","p",300,300,"vot_ms",0.0154043462510045,NA,0.0113067167271893,0.884706517123093,0.115293482876907,9.29554043839756,0.292567778556412,0.583333333333333
"stop_voicing_d_t","stop_voicing","d","t",300,300,"vot_ms",0.0349429465232567,NA,0.0313619235893894,0.824456391264431,0.175543608735569,15.4781557067271,0.482389018613041,0.594444444444444
"stop_voicing_g_k","stop_voicing","g","k",300,300,"vot_ms",0.0382191491235386,NA,0.0302077439564537,0.816054648621587,0.183945351378413,14.1844293272865,0.448216660066664,0.538888888888889
"fricative_place_s_sh","fricative_place","s","sh",300,300,"cog_hz,spec_sd_hz,spec_skew,spec_kurt,peak_hz,spec_slope_db_per_khz,band_ratio_hi_lo_db,intensity_db",0.99073815359835,0.183289980058014,0.885820718257602,0.00270793931749311,0.997292060682507,1918.19757508298,0.855533743946819,0.677777777777778
"fricative_place_f_th","fricative_place","f","th",300,300,"cog_hz,spec_sd_hz,spec_skew,spec_kurt,peak_hz,spec_slope_db_per_khz,band_ratio_hi_lo_db,intensity_db",0.925624896028617,0.0143023928960384,0.135802938903173,0.0352785137475016,0.964721486252498,68.6495464978713,0.238985820286856,0.483333333333333
"fricative_place_z_zh","fricative_place","z","zh",300,120,"cog_hz,spec_sd_hz,spec_skew,spec_kurt,peak_hz,spec_slope_db_per_khz,band_ratio_hi_lo_db,intensity_db",0.995731553711669,0.276753675825305,0.507603979490064,0.0011640759158494,0.99883592408415,2206.334352312,1.16312691425285,0.722222222222222
